Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
19/01/2025;17:00:00;19/01/2025;17:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;17:15:00;19/01/2025;17:30:00;1302;;Digitale meter;Afname Nacht;0,05;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;17:15:00;19/01/2025;17:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;17:30:00;19/01/2025;17:45:00;1302;;Digitale meter;Afname Nacht;0,08;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;17:30:00;19/01/2025;17:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;17:45:00;19/01/2025;18:00:00;1302;;Digitale meter;Afname Nacht;0,102;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;17:45:00;19/01/2025;18:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;18:00:00;19/01/2025;18:15:00;1302;;Digitale meter;Afname Nacht;0,222;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;18:00:00;19/01/2025;18:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;18:15:00;19/01/2025;18:30:00;1302;;Digitale meter;Afname Nacht;0,079;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;18:15:00;19/01/2025;18:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;18:30:00;19/01/2025;18:45:00;1302;;Digitale meter;Afname Nacht;0,063;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;18:30:00;19/01/2025;18:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;18:45:00;19/01/2025;19:00:00;1302;;Digitale meter;Afname Nacht;0,067;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;18:45:00;19/01/2025;19:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;19:00:00;19/01/2025;19:15:00;1302;;Digitale meter;Afname Nacht;0,042;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;19:00:00;19/01/2025;19:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;19:15:00;19/01/2025;19:30:00;1302;;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;19:15:00;19/01/2025;19:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;19:30:00;19/01/2025;19:45:00;1302;;Digitale meter;Afname Nacht;0,066;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;19:30:00;19/01/2025;19:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;19:45:00;19/01/2025;20:00:00;1302;;Digitale meter;Afname Nacht;0,071;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;19:45:00;19/01/2025;20:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;20:00:00;19/01/2025;20:15:00;1302;;Digitale meter;Afname Nacht;0,044;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;20:00:00;19/01/2025;20:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;20:15:00;19/01/2025;20:30:00;1302;;Digitale meter;Afname Nacht;0,052;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;20:15:00;19/01/2025;20:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;20:30:00;19/01/2025;20:45:00;1302;;Digitale meter;Afname Nacht;0,054;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;20:30:00;19/01/2025;20:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;20:45:00;19/01/2025;21:00:00;1302;;Digitale meter;Afname Nacht;0,044;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;20:45:00;19/01/2025;21:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;21:00:00;19/01/2025;21:15:00;1302;;Digitale meter;Afname Nacht;0,413;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;21:00:00;19/01/2025;21:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;21:15:00;19/01/2025;21:30:00;1302;;Digitale meter;Afname Nacht;1,137;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;21:15:00;19/01/2025;21:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;21:30:00;19/01/2025;21:45:00;1302;;Digitale meter;Afname Nacht;1,064;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;21:30:00;19/01/2025;21:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;21:45:00;19/01/2025;22:00:00;1302;;Digitale meter;Afname Nacht;1,021;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;21:45:00;19/01/2025;22:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;22:00:00;19/01/2025;22:15:00;1302;;Digitale meter;Afname Nacht;1,026;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;22:00:00;19/01/2025;22:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;22:15:00;19/01/2025;22:30:00;1302;;Digitale meter;Afname Nacht;1,035;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;22:15:00;19/01/2025;22:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;22:30:00;19/01/2025;22:45:00;1302;;Digitale meter;Afname Nacht;1,041;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;22:30:00;19/01/2025;22:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;22:45:00;19/01/2025;23:00:00;1302;;Digitale meter;Afname Nacht;1,029;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;22:45:00;19/01/2025;23:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;23:00:00;19/01/2025;23:15:00;1302;;Digitale meter;Afname Nacht;1,039;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;23:00:00;19/01/2025;23:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;23:15:00;19/01/2025;23:30:00;1302;;Digitale meter;Afname Nacht;1,02;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;23:15:00;19/01/2025;23:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;23:30:00;19/01/2025;23:45:00;1302;;Digitale meter;Afname Nacht;0,983;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;23:30:00;19/01/2025;23:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;23:45:00;20/01/2025;0:00:00;1302;;Digitale meter;Afname Nacht;0,984;kWh;Uitgelezen;Hoofdverblijf
19/01/2025;23:45:00;20/01/2025;0:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;0:00:00;20/01/2025;0:15:00;1302;;Digitale meter;Afname Nacht;0,994;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;0:00:00;20/01/2025;0:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;0:15:00;20/01/2025;0:30:00;1302;;Digitale meter;Afname Nacht;0,961;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;0:15:00;20/01/2025;0:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;0:30:00;20/01/2025;0:45:00;1302;;Digitale meter;Afname Nacht;0,978;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;0:30:00;20/01/2025;0:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;0:45:00;20/01/2025;1:00:00;1302;;Digitale meter;Afname Nacht;0,975;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;0:45:00;20/01/2025;1:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;1:00:00;20/01/2025;1:15:00;1302;;Digitale meter;Afname Nacht;0,98;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;1:00:00;20/01/2025;1:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;1:15:00;20/01/2025;1:30:00;1302;;Digitale meter;Afname Nacht;0,96;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;1:15:00;20/01/2025;1:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;1:30:00;20/01/2025;1:45:00;1302;;Digitale meter;Afname Nacht;0,962;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;1:30:00;20/01/2025;1:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;1:45:00;20/01/2025;2:00:00;1302;;Digitale meter;Afname Nacht;0,976;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;1:45:00;20/01/2025;2:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;2:00:00;20/01/2025;2:15:00;1302;;Digitale meter;Afname Nacht;0,972;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;2:00:00;20/01/2025;2:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;2:15:00;20/01/2025;2:30:00;1302;;Digitale meter;Afname Nacht;0,963;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;2:15:00;20/01/2025;2:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;2:30:00;20/01/2025;2:45:00;1302;;Digitale meter;Afname Nacht;0,754;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;2:30:00;20/01/2025;2:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;2:45:00;20/01/2025;3:00:00;1302;;Digitale meter;Afname Nacht;0,252;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;2:45:00;20/01/2025;3:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;3:00:00;20/01/2025;3:15:00;1302;;Digitale meter;Afname Nacht;0,054;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;3:00:00;20/01/2025;3:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;3:15:00;20/01/2025;3:30:00;1302;;Digitale meter;Afname Nacht;0,042;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;3:15:00;20/01/2025;3:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;3:30:00;20/01/2025;3:45:00;1302;;Digitale meter;Afname Nacht;0,045;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;3:30:00;20/01/2025;3:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;3:45:00;20/01/2025;4:00:00;1302;;Digitale meter;Afname Nacht;0,082;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;3:45:00;20/01/2025;4:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;4:00:00;20/01/2025;4:15:00;1302;;Digitale meter;Afname Nacht;0,08;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;4:00:00;20/01/2025;4:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;4:15:00;20/01/2025;4:30:00;1302;;Digitale meter;Afname Nacht;0,07;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;4:15:00;20/01/2025;4:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;4:30:00;20/01/2025;4:45:00;1302;;Digitale meter;Afname Nacht;0,057;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;4:30:00;20/01/2025;4:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;4:45:00;20/01/2025;5:00:00;1302;;Digitale meter;Afname Nacht;0,061;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;4:45:00;20/01/2025;5:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;5:00:00;20/01/2025;5:15:00;1302;;Digitale meter;Afname Nacht;0,07;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;5:00:00;20/01/2025;5:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;5:15:00;20/01/2025;5:30:00;1302;;Digitale meter;Afname Nacht;0,045;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;5:15:00;20/01/2025;5:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;5:30:00;20/01/2025;5:45:00;1302;;Digitale meter;Afname Nacht;0,068;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;5:30:00;20/01/2025;5:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;5:45:00;20/01/2025;6:00:00;1302;;Digitale meter;Afname Nacht;0,043;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;5:45:00;20/01/2025;6:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;6:00:00;20/01/2025;6:15:00;1302;;Digitale meter;Afname Dag;0,058;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;6:00:00;20/01/2025;6:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;6:15:00;20/01/2025;6:30:00;1302;;Digitale meter;Afname Dag;0,049;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;6:15:00;20/01/2025;6:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;6:30:00;20/01/2025;6:45:00;1302;;Digitale meter;Afname Dag;0,078;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;6:30:00;20/01/2025;6:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;6:45:00;20/01/2025;7:00:00;1302;;Digitale meter;Afname Dag;0,053;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;6:45:00;20/01/2025;7:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;7:00:00;20/01/2025;7:15:00;1302;;Digitale meter;Afname Dag;0,198;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;7:00:00;20/01/2025;7:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;7:15:00;20/01/2025;7:30:00;1302;;Digitale meter;Afname Dag;0,128;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;7:15:00;20/01/2025;7:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;7:30:00;20/01/2025;7:45:00;1302;;Digitale meter;Afname Dag;0,2;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;7:30:00;20/01/2025;7:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;7:45:00;20/01/2025;8:00:00;1302;;Digitale meter;Afname Dag;0,401;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;7:45:00;20/01/2025;8:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;8:00:00;20/01/2025;8:15:00;1302;;Digitale meter;Afname Dag;0,125;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;8:00:00;20/01/2025;8:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;8:15:00;20/01/2025;8:30:00;1302;;Digitale meter;Afname Dag;0,065;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;8:15:00;20/01/2025;8:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;8:30:00;20/01/2025;8:45:00;1302;;Digitale meter;Afname Dag;0,041;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;8:30:00;20/01/2025;8:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;8:45:00;20/01/2025;9:00:00;1302;;Digitale meter;Afname Dag;0,044;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;8:45:00;20/01/2025;9:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;9:00:00;20/01/2025;9:15:00;1302;;Digitale meter;Afname Dag;0,059;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;9:00:00;20/01/2025;9:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;9:15:00;20/01/2025;9:30:00;1302;;Digitale meter;Afname Dag;0,094;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;9:15:00;20/01/2025;9:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;9:30:00;20/01/2025;9:45:00;1302;;Digitale meter;Afname Dag;0,067;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;9:30:00;20/01/2025;9:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;9:45:00;20/01/2025;10:00:00;1302;;Digitale meter;Afname Dag;0,074;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;9:45:00;20/01/2025;10:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;10:00:00;20/01/2025;10:15:00;1302;;Digitale meter;Afname Dag;0,096;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;10:00:00;20/01/2025;10:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;10:15:00;20/01/2025;10:30:00;1302;;Digitale meter;Afname Dag;0,077;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;10:15:00;20/01/2025;10:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;10:30:00;20/01/2025;10:45:00;1302;;Digitale meter;Afname Dag;0,081;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;10:30:00;20/01/2025;10:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;10:45:00;20/01/2025;11:00:00;1302;;Digitale meter;Afname Dag;0,07;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;10:45:00;20/01/2025;11:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;11:00:00;20/01/2025;11:15:00;1302;;Digitale meter;Afname Dag;0,091;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;11:00:00;20/01/2025;11:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;11:15:00;20/01/2025;11:30:00;1302;;Digitale meter;Afname Dag;0,09;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;11:15:00;20/01/2025;11:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;11:30:00;20/01/2025;11:45:00;1302;;Digitale meter;Afname Dag;0,073;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;11:30:00;20/01/2025;11:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;11:45:00;20/01/2025;12:00:00;1302;;Digitale meter;Afname Dag;0,077;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;11:45:00;20/01/2025;12:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;12:00:00;20/01/2025;12:15:00;1302;;Digitale meter;Afname Dag;0,118;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;12:00:00;20/01/2025;12:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;12:15:00;20/01/2025;12:30:00;1302;;Digitale meter;Afname Dag;0,079;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;12:15:00;20/01/2025;12:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;12:30:00;20/01/2025;12:45:00;1302;;Digitale meter;Afname Dag;0,049;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;12:30:00;20/01/2025;12:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;12:45:00;20/01/2025;13:00:00;1302;;Digitale meter;Afname Dag;0,174;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;12:45:00;20/01/2025;13:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;13:00:00;20/01/2025;13:15:00;1302;;Digitale meter;Afname Dag;0,119;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;13:00:00;20/01/2025;13:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;13:15:00;20/01/2025;13:30:00;1302;;Digitale meter;Afname Dag;0,062;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;13:15:00;20/01/2025;13:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;13:30:00;20/01/2025;13:45:00;1302;;Digitale meter;Afname Dag;0,104;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;13:30:00;20/01/2025;13:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;13:45:00;20/01/2025;14:00:00;1302;;Digitale meter;Afname Dag;0,117;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;13:45:00;20/01/2025;14:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;14:00:00;20/01/2025;14:15:00;1302;;Digitale meter;Afname Dag;0,102;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;14:00:00;20/01/2025;14:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;14:15:00;20/01/2025;14:30:00;1302;;Digitale meter;Afname Dag;0,082;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;14:15:00;20/01/2025;14:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;14:30:00;20/01/2025;14:45:00;1302;;Digitale meter;Afname Dag;0,117;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;14:30:00;20/01/2025;14:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;14:45:00;20/01/2025;15:00:00;1302;;Digitale meter;Afname Dag;0,109;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;14:45:00;20/01/2025;15:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;15:00:00;20/01/2025;15:15:00;1302;;Digitale meter;Afname Dag;0,09;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;15:00:00;20/01/2025;15:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;15:15:00;20/01/2025;15:30:00;1302;;Digitale meter;Afname Dag;0,1;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;15:15:00;20/01/2025;15:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;15:30:00;20/01/2025;15:45:00;1302;;Digitale meter;Afname Dag;0,109;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;15:30:00;20/01/2025;15:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;15:45:00;20/01/2025;16:00:00;1302;;Digitale meter;Afname Dag;0,089;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;15:45:00;20/01/2025;16:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;16:00:00;20/01/2025;16:15:00;1302;;Digitale meter;Afname Dag;0,102;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;16:00:00;20/01/2025;16:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;16:15:00;20/01/2025;16:30:00;1302;;Digitale meter;Afname Dag;0,077;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;16:15:00;20/01/2025;16:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;16:30:00;20/01/2025;16:45:00;1302;;Digitale meter;Afname Dag;0,109;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;16:30:00;20/01/2025;16:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;16:45:00;20/01/2025;17:00:00;1302;;Digitale meter;Afname Dag;0,086;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;16:45:00;20/01/2025;17:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;17:00:00;20/01/2025;17:15:00;1302;;Digitale meter;Afname Dag;0,121;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;17:00:00;20/01/2025;17:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;17:15:00;20/01/2025;17:30:00;1302;;Digitale meter;Afname Dag;0,136;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;17:15:00;20/01/2025;17:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;17:30:00;20/01/2025;17:45:00;1302;;Digitale meter;Afname Dag;0,127;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;17:30:00;20/01/2025;17:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
20/01/2025;17:45:00;20/01/2025;18:00:00;1302;;Digitale meter;Afname Dag;0,464;kWh;Uitgelezen;Hoofdverblijf
